,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется известная марка молдавского бренди?,"""Белый аист""","""Белый медведь""","""Белый лебедь""","""Белый орёл"""
1,Как называется жилой массив на юге Минска?,Чижовка,Стрижовка,Ежовка,Ужовка
2,Какой запах у синильной кислоты?,Миндаля,Айвы,Помидора,Арбуза
3,Какой город является столицей Бутана?,Тхимпху,Катманду,Дели,Кабул
4,Какой титул носил английский поэт Джордж Байрон?,Барон,Виконт,Граф,Герцог
5,Какой орган не является парным?,Вилочковая железа,Бартолинова железа,Подъязычная слюнная железа,Надпочечник
6,В каком зодиакальном созвездии находится звезда Альдебаран?,Телец,Рыба,Козерог,Овен
7,"Собак какой породы пришлось раскрашивать то в розовые, то в зеленые, то в желтые цвета для съемок фильма «Стиляги»?",Английский бульдог,Такса,Пудель,Шарпей
8,Какая из этих обезьян относится к подсемейству понгины?,Орангутан,Гиббон,Шимпанзе,Горилла
9,"В каком населённом пункте расположено единственное в России предприятие, производящее сигары?",Погар (Брянская область),Канск (Красноярский край),Усмань (Липецкая область),Моршанск (Тамбовская область)
