,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто определяет официальный курс доллара по отношению к рублю?,Центральный банк,ММВБ,Министерство финансов,Общество нумизматов
1,Сколько банков наделены правом выпуска денег в России?,Один,Два,Три,Четыре
2,Эпителиальная ткань какого органа называется «эндометрий»?,Матка,Роговица,Мочевой пузырь,Кишечник
3,"Кто написал стихи, которые в фильме «Здравствуйте, я ваша тётя!» стали «бразильской народной песней»?",Роберт Бёрнс,Генрих Гейне,Пабло Неруда,Эльдар Рязанов
4,"Как называется одно из самых солёных озёр на Земле, располагающееся в Антарктиде?",Дон-Жуан,Калиостро,Сен-Жермен,Казанова
5,На каком побережье Австралии находится Сидней?,Юго-восточном,Западном,Северо-западном,Северо-восточном
6,Какой из этих балетов написал не Родион Щедрин?,"""Анюта""","""Конек-Горбунок""","""Чайка""","""Дама с собачкой"""
7,Какое российское флотское звание было у Витуса Беринга?,Капитан-командор,Вице-адмирал,Контр-адмирал,Капитан 1 ранга
8,К какому из этих животных генетически ближе гепард?,Пума,Рысь,Леопард,Каракал
9,Кто из иностранных футболистов первым сыграл в Российской премьер-лиге 250 матчей?,Рахимич,Березовский,Веллитон,Данни
