,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что крупно написано на пунктах, расположенных на пересечении кольцевой и всех дорог на выезде из Москвы?",ДПС,ГАИ,ГИБДД,касса
1,Птица с каким из этих названий существует?,Сип,Храп,Чих,Хрип
2,"Какое учебное заведение находится в Москве на Поварской улице, дом 32?",Российская академия музыки им. Гнесиных,Цирковое училище,Кулинарное училище,Военная акадения
3,В каком регионе Африки находится Республика Нигер?,В Западной Африке,В Центральной Африке,В Восточной Африке,В Югозападной Африке
4,Какой из этих минералов не относится к разновидностям берилла?,Хризопраз,Гелиодор,Аквамарин,Изумруд
5,"Как называются традиционные японские ныряльщики за водорослями, моллюсками и жемчугом?",Ама,Ямабуси,Вако,Сохэй
6,"Какой цвет имеет красящее вещество, добываемое из тела насекомых кошениль?",Ярко-красный,Ярко-голубой,Коричневый,Зеленый
7,На каких животных скачки не проводятся?,зебры,слоны,страусы,верблюды
8,Какую из икон А. Рублев написал раньше?,“Вход в Иерусалим”,“Спас в силах”,"""Троица""",“Владимирская Богоматерь”
9,Какой манифест издал император Александр III в 1881?,"""Ананасный""","""Апельсиновый""","""Яблочный""","""Пшеничный"""
