,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кого убеждал А. С. Пушкин: «Не пропадёт ваш скорбный труд...»?,Декабристов,Землекопов,Рудокопов,Жён декабристов
1,"Сколько раз встречается цифра ""9"" при счете от 10 до 100?",19,10,9,20
2,Какая из этих воинских структур низшая в иерархическом порядке?,Танковые войска,Сухопутные войска,Российская армия,Вооруженные силы
3,Из скольких фунтов состоит американская тонна?,2000,100,1000,200
4,Какой головной убор изображен на гербе Аргентины?,Колпак,Каска,Шляпа,Панама
5,Какой морской порт является крупнейшим в Израиле?,Ашдод,Ашкелон,Хайфа,Тель-Авив
6,В какой праздник немец Матиас Руст посадил возле Красной площади свой самолёт?,День пограничника,День чекиста,День авиации,День милиции
7,"Сколько сестер было у водяного в мультфильме ""Летучий корабль""?",13,9,7,11
8,Кому Бетховен посвятил три скрипичные сонаты?,Императору Александру I,Гёте,Моцарту,Наполеону Бонапарту
9,Каких медуз не бывает? ,Квадромедузы,Кубомедузы,Трахимедузы,Наркомедузы
