,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что из этого у китов отсутствует?,Жабры,Язык,Легкие,Кишечник
1,Какая еда сама прыгала в рот ленивому Пацюку из гоголевской «Ночи перед Рождеством»?,Вареники,Пельмени,Пончики,Галушки
2,"Какому шахматисту принадлежит фраза: «Мы видим, что блондин играет хорошо, а брюнет играет плохо. И никакие лекции не изменят этого соотношения сил»?",Остап Бендер,Михаил Таль,Флоренсио Кампоманес,Роберт Фишер
3,Какой советский фильм получил главный приз Каннского фестиваля?,"""Летят журавли""","""Война и мир""","""Москва слезам не верит""","""Торпедоносцы"""
4,Какой город был столицей Украины до 1934 года?,Харьков,Одесса,Запорожье,Львов
5,На гербе какого города РФ можно найти изображение двух холмов?,Курган,Уфа,Тобольск,Улан-Удэ
6,Какой из этих соколов - самый маленький?,Чеглок,Балобан,Сапсан,Кречет
7,"Кто был одним из ведущих первых выпусков программы ""Взгляд"" в 1987 году?",Олег Вакуловский,Евгений Додолев,Владимир Мукусев,Александр Политковский
8,Что описывает теория Бренстеда-Лаури?,Кислоты и основания,Оксиды и гидроксиды,Ряд напряженности металлов,Электроотрицательность
9,Притоком какой реки является река Урух?,Терек,Кума,Эмба,Самур
