,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется устройство, предназначенное для излучения и приёма радиоволн?",Антенна,Эквалайзер,Динамик,Микрофон
1,Какой цвет проблесковых маячков не используется на транспортных средствах?,Зелёный,Синий,Красный,Жёлтый
2,В каком городе базируется наиболее титулованный белорусский футбольный клуб БАТЭ?,Борисов,Минск,Солигорск,Гомель
3,Каким знаком в Польше обозначают туалеты для женщин?,Кругом,Треугольником,Полумесяцем,Квадратом
4,"Какую певицу называли ""белой цыганкой""?",Изабеллу Юрьеву,Клавдию Шульженко,Лидию Русланову,Аллу Баянову
5,Как называется приспособление в музыкальных инструментах для уменьшения силы звука и изменения тембра?,Сурдинка,Бекар,Медиатор,Плектр
6,"Для кого предназначалось пиво портер, сваренное в Англии в начале 18 века?",для портовых грузчиков,для португальских моряков,для портных,для художников-портретистов
7,Кто из римских правителей учредил доминат как форму государственного правления?,Диоклетиан,Веспасиан,Траян,Сулла
8,Какова длина самой короткой улицы Москвы — улицы Венецианова?,48 метров,58 метров,38 метров,28 метров
9,Где находится одна из наиболее сохранившихся ископаемых формаций Бёрджесс-Шейл?,Канада,Франция,Англия,США
