,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое растение добавляется в кофе в кофейном напитке?,Цикорий,Корица,Кориандр,Гвоздика
1,Главный герой какого фильма — переводчик Андрей Бузыкин?,«Осенний марафон»,«Весенний призыв»,«Зимняя вишня»,«Летний дождь»
2,На флаге какой страны концы креста не касаются краев поля флага?,Швейцария,Великобритания,Дания,Финляндия
3,"Какая из сказок Пушкина начинается словами «У лукоморья дуб зеленый, златая цепь на дубе том...»?",«Руслан и Людмила»,«О царе Салтане»,«О золотом петушке»,«О мертвой царевне»
4,В каком городе находится резиденция Снегурочки?,Кострома,Ростов,Великий Устюг,Суздаль
5,Какой из этих клубов Бундеслиги не является представителем земли Бавария?,«Боруссия Мёнхенгладбах» ,«Аугсбург»,«Нюрнберг»,«Байерн» Мюнхен
6,Какая футбольная команда одержала наибольшее количество побед в матчах чемпионатов СССР?,Спартак,Динамо Москва,ЦСКА,Динамо Киев
7,Кто из римских поэтов был выслан из Рима?,Овидий,Гораций,Вергилий,Катулл
8,Эмигрантами из какой страны были предки последней царицы Египта Клеопатры?,Македония,Спарта,Персия,Древний Рим
9,Какому земноводному для размножения совсем нет надобности достигать взрослой формы и претерпевать метаморфоз?,Аксолотль,Саламандра,Протей,Квакша
