,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что крестьянки переносили ухватом?,Горшки и чугунки,Выстиранное белье,Вязанки дров,Снопы сена
1,Чем служила Дюймовочке скорлупа грецкого ореха?,колыбелью,лодкой,ванной,тарелкой
2,Какой из этих языков не относится к романской группе?,Английский,Испанский,Французский,Итальянский
3,В каком геологическом периоде на Земле жили динозавры?,Юрский,Каменноугольный,Девонский,Кембрийский
4,Какой цветок в сказе Павла Бажова взял за образец Данила-мастер для своей каменной чаши?,Дурман,Лютик,Белена,Мак
5,К какому классу относится звезда в созвездии Орион - Бетельгейзе?,Красный сверхгигант,Белый карлик,Голубой гигант,Желтый карлик 
6,Какое из этих оснований отсутствует в ДНК?,Урацил,Гуанин,Тимин,Цитозин
7,Кому из наших выдающихся спортсменов было доверено нести флаг России на церемонии закрытия Олимпиады-2012 в Лондоне?,Анастасия Давыдова,Мария Шарапова,Тахир Хайбулаев,Наталья Воробьёва
8,"Какой стиль не является частью ""сталинского ампира""?",Рококо,Барокко,Ампир эпохи Наполеона,Ар-деко
9,Кто из этих римских императоров правил меньше остальных?,Отон,Тит,Домициан,Вителлий
