,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какую визу обычно ставит должностное лицо на документе для претворения какой-либо идеи в жизнь?,Утверждаю,Согласен,Оплачено,Принимаю
1,"Как называется компьютерная программа, позволяющая упаковывать файлы?",архиватор,культиватор,карбюратор,конденсатор
2,В каком городе проходил матч за третье место чемпионата мира по футболу 2018 года?,в Санкт-Петербурге,в Москве,в Сочи,в Нижнем Новгороде
3,Что является основным компонентом природного газа?,Метан,Бутан,Пропан,Этан
4,Кто из перечисленных не был композитором?,Гуго Залеман,Александр Гольдштейн,Михаил Гнесин,Сергей Танеев
5,В какой стране зарегистрирован «Яндекс» — российская транснациональная компания в отрасли информационных технологий?,Нидерланды,Венгрия,Швейцария,Турция
6,Как Жан-Поль Сартр назвал автобиографическую книгу?,"""Слова""","""Ноты""","""Буквы""","""Числа"""
7,Как звучит одно из имен богини Персефоны?,Кора,Марта,Виола,Таксис
8,"Кто из этих великих китайцев, по мнению историка Сыма Цяня, родился раньше?",Лао Цзы,Конфуций,Сунь Цзы,Цинь Шихуанди
9,Какая христианская церковь отмечает Масленицу 10 раз в год — перед важными праздниками и постами?,Армянская Апостольская церковь,Константинопольская православная церковь,Ассирийская церковь Востока,Коптская Александрийская церковь
