,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Король какой масти дал название карточной игре ""кинг""?",Черви,Трефы,Пики,Бубны
1,Где в стихотворении «Узник» А. С. Пушкина сидит «вскормлённый в неволе орёл молодой»?,В темнице,Под окном,На скамье,На крыше
2,"Как называется организм, лишенный окраски?",Альбинос,Альбумин,Альбуцид,Альбион
3,"Как в произведениях Толкиена звали народ, внешне похожий на деревья?",Энты,Балроги,Назгулы,Варги
4,При какой температуре по Кельвину замерзает вода?,273,247,231,253
5,Что Лев Толстой сделал с рукописью статьи «Исповедь» после запрета цензуры публиковать её в журнале «Русская мысль»?,опубликовал за границей,сжёг,размножил от руки,направил императору
6,Кто автор классического научно-фантастического романа «День триффидов»?,Джон Уиндем,Артур Кларк,Клиффорд Саймак,Курт Воннегут
7,"Каким спектаклем открылся в октябре 1898 г., созданный К. С. Станиславским и В. И. Немировичем-Данченко Московский Художественный Театр?",«Царь Федор Иоаннович»,«Борис Годунов»,«Без вины виноватые»,«Чайка»
8,Кому было присвоено первое звание Генералиссимуса после введения Военного устава в России?,А. С. Шеину,Ф. Ю. Ромодановскому,А. Д. Меншикову,И. И. Бутурлину
9,В какой битве участвовало самое большое количество колесниц с обеих сторон за всю историю?,При Кадеше,При Каннах,При Иссе,На Галисе
