,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое из этих проводящих образований человека имеет меньший диаметр?,Мочеточник,Тонкий кишечник,Трахея,Пищевод
1,"Знаменитый мореплаватель, экспедиция под чьим командованием совершила первое кругосветное плавание.",Ф. Магеллан,Х. Колумб,В. Беринг,Ф.Ф. Беллинсгаузен
2,Кому принадлежит фраза: «Человек — это звучит гордо!»?,Максим Горький,Лев Толстой,Антон Чехов,Александр Куприн
3,"Каков крупнейший номинал монет, имеющих хождение в Швейцарии?",5 франков,25 франков,3 франка,10 франков
4,Какой вид музыкального искусства Максим Горький назвал «музыкой толстых»?,Джаз,Опера,Хоровое пение,Мюзикл
5,В каком году была открыта станция московского метро «Тверская»?,В 1979,В 1988,В 1950,В 1930
6,На флаге какой страны нет пятиконечной звезды?,Малайзия,Ливия,Тунис,Пакистан
7,Как не называют священную реликвию Шотландии – Скунский камень?,Алатырь-камень,Подушка Якова,Камень судьбы,Коронационный камень
8,В каком французском городе родился мастер импрессионизма Пьер-Огюст Ренуар?,Лимож,Лаваль,Лилль,Лион
9,"Кого из российских правителей называли ""русским Гамлетом""?",Павел I,Петр I,Николай II,Александр II
