,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,От какого цвета дальтоники чаще всего не отличают красный?,Зеленого,Синего,Фиолетового,Желтого
1,В какой стране расположен город Стамбул?,Турция,США,Индия,Алжир
2,Кто выкормил Ромула и Рема?,Волчица,Корова,Львица,Коза
3,С кем сравнил Николай Агнивцев Екатерину Великую в своём стихотворении? ,Клеопатрой,Минервой,Дианой,Венерой
4,Как с 1918 по 1944 год назывался Невский проспект?,Проспект 25 Октября,Проспект Карла Энгельса,Проспект Дзержинского,Проспект Революции
5,"В каком году В. И. Суриков написал картину ""Переход Суворова через Альпы""?",1899,1889,1879,1869
6,Какой фрукт Андрей Вознесенский назвал треугольным в заглавии своего сборника?,Грушу,Банан,Персик,Яблоко
7,Какая песня из «военного цикла» группы «ДДТ» стала саундтреком к телевизионному сериалу «Господа офицеры»?,«Дым»,«Не стреляй!»,«Мертвый город. Рождество»,«Пацаны»
8,На какой вид раздражения реагируют ноцицепторы?,Боль,Холод,Звук,Давление
9,"Кто был соавтором Роджера Желязны в создании трилогии ""История рыжего демона""?",Роберт Шекли,Клиффорд Саймак,Роберт Хайнлайн,Айзек Азимов
