,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется учебное заведение, о котором снято целых семь голливудских комедий?",Полицейская академия,Пожарный институт,Медицинский университет,Газовое училище
1,Какой из тигров обитает севернее других?,амурский,бенгальский,малайский,суматранский
2,Без чего не приготовить испанский суп гаспачо?,Помидоры,Сардины,Кукуруза,Виноград
3,В какие месяцы проводились соревнования XVI летних Олимпийских игр в Мельбурне?,ноябрь — декабрь,апрель — май,июнь — июль,август — сентябрь
4,Переход какой реки ознаменовал начало войны России с армией Наполеона в 1812 году?,Неман,Днепр,Дунай,Березина
5,"Что покажут жители Таллина, если вы захотите взглянуть на Толстую Маргариту?",крепостную башню,чугунную пушку,массивную цепь в порту,дымовую трубу
6,В каком месте СССР была испытана термоядерная «Царь-бомба» — самое мощное взрывное устройство в истории человечества?,Новая Земля,Шпицберген,Северная Земля,Земля Франца-Иосифа
7,Как называлась мелкая разменная монета в Австрии?,Грош,Геллер,Филлер,Пенни
8,Какому русскому полководцу ставилось в вину неудачное сражение при Березине и упущенная возможность пленения Наполеона?,П. В. Чичагов,П. Х. Витгенштейн,Н. Н. Раевский,М. А. Милорадович
9,"Как назывался альманах, в котором В. В. Маяковский в 1912 году дебютировал стихотворениями ""Ночь"" и ""Утро""?","""Пощёчина общественному вкусу""","""Задачи кубистов""","""Бойкот классической литературы""","""Моветон"""
