,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что означало имя Чингачгука?,Большой Змей,Свирепый Тигр,Прыткий Заяц,Могучий Медведь
1,"Куда Екатерина Ивановна в рассказе А. Чехова ""Ионыч"" пригласила на свидание Дмитрия Ионыча, а сама не пришла?",На кладбище,В морг,На бал,В музей
2,"Какой тропический фрукт обычно едят ложкой, вынув крупную косточку?",Манго,Абрикос,Ананас,Киви
3,Какой остров расположен между Восточно-Китайским и Южно-Китайским морями?,Тайвань,Цейлон,Калимантан,Суматра
4,Как переводится с арабского слово «муссон»?,Время года,Тепло,Постоянный,Ветер
5,"Какое слово пропущено в русской пословице: ""Клади ... густо, в амбаре не будет пусто""?",Навоз,Зерно,Пот,Снег
6,"Как сейчас называется страна, которая до 1986 года называлась Республика Острова Зелёного Мыса?",Кабо-Верде,Союз Коморских Островов,Буркина Фасо,Кот-д-Ивуар
7,В 1920 году из герба Финляндии исчезла корона. А что она означает в геральдике?,Независимость,Могущество,Мужество,Монархия
8,Где находится кратер Акраман?,Земля,Марс,Меркурий,Луна
9,"Какому русскому гравёру посвящен сказ Павла Петровича Бажова ""Иванко-Крылатко""?",Ивану Николаевичу Бушуеву,Ивану Петровичу Бояршинову,Ивану Васильевичу Ческому,Ивану Федоровичу Зубову
