,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В какой цвет покрашен мост «Золотые ворота» в Сан-Франциско?,в оранжевый,в жёлтый,в белый,в зелёный
1,Что из этого является архипелагом?,Гавайские острова,Пустыня Сахара,Гора Эверест,Панамский канал
2,Кто из этих богатырей русских былин обладал наибольшей физической силой?,Святогор,Добрыня Никитич,Илья Муромец,Алёша Попович
3,В каком городе родилась русская поэтесса Анна Ахматова?,В Одессе,В Москве,В Воронеже,В Курске
4,"По утверждению Антуана де Сент-Экзюпери, «работая только ради {этого}, мы сами себе строим тюрьму».",Материальных благ,Славы,Семьи,Войны
5,Кто из американских астронавтов не принимал  участия в космическом проекте «Союз — Аполлон»?,Роберт Янг,Дональд Слейтон,Вэнс Бранд,Томас Стаффорд
6,"Кому принадлежит знаменитое изречение: ""Заговори, чтобы я увидел тебя""?",Сократу,Аристотелю,Сенеке,Платону
7,В честь какого английского футбольного клуба названа станция Лондонского метрополитена?,«Арсенал»,«Челси»,«Вест Хэм»,«Куинз Парк Рейнджерс»
8,В честь какой столицы получил название хаотический подход к реконструкции города с неконтролируемым массовым сносом исторической застройки?,Брюссель,Берлин,Киев,Москва
9,"Какой блюзмен написал в 1948 году песню «Rollin’ Stone», позже давшую название и журналу «Rolling Stone», и группе The Rolling Stones?",Мадди Уотерс,Джон Ли Хукер,Хэнк Уильямс,Хаулин Вульф
