,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что оглашает судья в зале суда по окончании процесса?,Приговор,Оговор,Уговор,Договор
1,Что измеряет прибор люменометр?,Мощность светового потока,Глубину погружения,Поток вектора магнитной индукции,Концентрацию веществ в газах
2,Чей портрет висел в кабинете следователя Подберёзовикова в фильме «Берегись автомобиля»?,Станиславского,Ленина,Сталина,Дзержинского
3,Какой роман Л. Н. Толстого остался неоконченным?,"""Декабристы""","""Семейное счастие""","""Казаки""","""Воскресение"""
4,Военный поход в какую страну готовил Павел I незадолго до своей смерти совместно с Наполеоном?,В Индию,В Китай,В Иран,В Турцию
5,Какое из этих существ — насекомое?,Медведка,Мокрица,Фаланга,Сколопендра
6,Какой ресторан сразу после революции был долгое время столовой Моссельпрома?,Прага,Националь,Пекин,Метрополь
7,Какая игра зародилась в 1895 году в США?,Волейбол,Баскетбол,Бейсбол,Футбол
8,К пантеону чьей культуры принадлежала богиня-девственница Кавильяке?,Инки,Ацтеки,Догоны,Майя
9,В каком из этих шахматных дебютов первый ход белые делают конем?,Начало Рети,Начало ван-Круиса,Защита Каро-Канн,Защита Филидора
