,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каких единицах измеряют силу ветра по шкале Бофорта?,Баллы,Пуазы,Бары,Байты
1,Какая компания в Италии выпускает наибольшее количество автомобилей?,ФИАТ,Ламборгини,Феррари,Альфа-Ромео
2,Что празднуют в России 4 ноября?,День народного единства,День Советского Союза,День России,День Конституции
3,Кто из этой четверки не является легендарным основателем Киева?,Аскольд,Хорив,Кий,Щек
4,Какой футбольный клуб завоевал больше всего побед в Чемпионате Белоруссии по футболу?,БАТЭ (Борисов),Динамо (Минск),Шахтер,Гомель
5,В какой стране гэльский футбол является национальным видом спорта?,Ирландия,Уэльс,Англия,Шотландия
6,При какой температуре по шкале Реомюра закипает вода?,80,373,100,0
7,В каком городе России находится старейший университет?,Калининград,Санкт-Петербург,Новгород,Москва
8,"До какого гражданского чина нужно было дослужиться, чтобы получить право на потомственное дворянство в 1856—1900 годах?",Действительный статский советник,Действительный тайный советник,Коллежский советник,Тайный советник
9,Для какой планеты зеленый цвет в геральдике является основным?,Венера,Сатурн,Юпитер,Меркурий
