,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В кого по замыслу волшебника должен был превратиться главный герой фильма «Обыкновенное чудо»?,В медведя,В оленя,В волка,В козлёночка
1,Факты биографии какого гангстера использованы при создании образа Коломбо Белые Гетры — персонажа фильма «В джазе только девушки»?,Аль Капоне,Фрэнк Костелло,Чарльз (Лаки) Лучано,Вито Дженовезе
2,Желна - это вид какой птицы?,Дятла,Иволги,Кукушки,Сойки
3,"У кого из этих правителей Руси существовало прозвище, связанное с цветом?",Иван II,Иван IV,Иван I,Иван III
4,"Кто из великих греков сказал: «Дважды не войти в одну и ту же реку, ибо притекает другая вода»?",Гераклит,Фалес,Левкипп,Пифагор
5,В какой из этих стран запрещено законом пользоваться стиральной машиной по воскресеньям?,Швейцария,Франция,Швеция,Корея
6,С каким предметом не соревновались гимнастки на Олимпиаде 2012 года?,Скакалка,Булавы,Обруч,Мяч
7,Какая пещера является самой глубокой в мире?,Крубера-Воронья (Абхазия),Мирольда (Франция),Торка-дель-Серро (Испания),Лампрехтсофен (Австрия)
8,Какой знаток в 2003 году стал первым лауреатом премии Международной ассоциации клубов «Что? Где? Когда?» в номинации «Человек года»?,Ровшан Аскеров,Максим Поташёв,Александр Друзь,Александр Рубин
9,"Какой математик XX века, будучи докторантом, нашел решение двум недоказанным теоремам статистики, ошибочно приняв их за домашнее задание?",Джордж Данциг,Джон Литлвуд,Джон Нэш,Даниель Квиллен
