,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется известная марка молдавского бренди?,"""Белый аист""","""Белый медведь""","""Белый лебедь""","""Белый орёл"""
1,"Какие ювелирные украшения получают и чемпионы НБА, и чемпионы НХЛ?",Перстни,Цепочки,Серёжки,Колье
2,В каком году состоялось Ледовое побоище?,1242 год,1158 год,1375 год,1301 год
3,В каком году родился известный французский писатель Жюль Верн?,1828,1787,1756,1812
4,Кто изобрел радар для радиолокации воздушных объектов?,Роберт Уотсон-Уотт,Энрико Ферми,Макс Борн,Джеймс Уотт
5,"Кто из знаменитых хоккеистов сборной СССР являлся игроком ""Спартака""?",Вячеслав Старшинов,Валерий Харламов,Владимир Лутченко,Борис Михайлов
6,На гербе какого края РФ изображены его географические очертания?,Ставропольский,Пермский,Камчатский,Алтайский
7,Чему равен 1 английский галлон?,4.546 л,0.568 л,1.136 л,0.142 л
8,"В каком штате США находится город Фултон, в котором Уинстон Черчилль произнёс знаменитую речь, ознаменовавшую начало «холодной войны»?",Миссури,Кентукки,Иллинойс,Нью-Йорк
9,"Кто из этих философов в 1864 году написал музыку на стихи А. С. Пушкина ""Заклинание"" и ""Зимний вечер""?",Фридрих Ницше,Карл Густав Юнг,Артур Шопенгауэр,Георг Вильгельм Фридрих Гегель
