,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто был главным героем в трагедии А. С. Пушкина «Каменный гость»?,Дон Гуан,Дон Киxот,Казанова,Граф Калиостро
1,С какой из этих стран Финляндия не имеет общих границ?,Франция,Норвегия,Швеция,Россия
2,В какой дисциплине биатлона предусмотрена выдача дополнительных патронов?,Эстафета,Гонка преследования,Масс-старт,Спринт
3,Какая часть растительной клетки отвечает за фотосинтез?,хлоропласты,митохондрии,ядро,оболочка
4,Какой язык является усовершенствованным вариантом эсперанто?,Идо,Волапюк,Интерлингва,Токипона
5,Какое из этих исторических событий произошло позднее?,Битва при Нарве,Казнь Лжедмитрия I,Открытие Америки Колумбом,Варфоломеевская ночь
6,"Считается, что если монахи решат задачу, то наступит конец света. О какой задаче идет речь?",Ханойские башни,Изопериметрическая задача,"Задача о волке, козе и капусте",Задача о происхождении жизни на Земле
7,В каком городе Франции находится исторический район Прескиль?,В Лионе,В Тулузе,В Марселе,В Париже
8,Какой уральский миллиардер потратил большую часть своего состояния на строительство медицинского центра в Нижнем Тагиле?,Владислав Тетюхин,Андрей Козицын,Дмитрий Пумпянский,Игорь Алтушкин
9,"Как в песне группы Boney M. ""Rasputin"" не называют главного героя?",Мечта придворных дам,Величайшая русская машина любви,Любовник русской царицы,Святой целитель
