,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется знаменитая комедия Леонида Гайдая?,"Операция ""Ы""","Операция ""А""","Операция ""Е""","Операция ""Ю"""
1,Сколько гласных букв в русском алфавите?,Десять,Восемь,Девять,Одиннадцать
2,"На какой планете происходит действие повести братьев Стругацких ""Пикник на обочине""?",Земля,Венера,Марс,Сатурн
3,"Какое слово пропущено во фразе Антуана де Сент-Экзюпери: «Мы знаем по опыту: ... — это не значит смотреть друг на друга, ... — значит вместе смотреть в одном направлении»?",Любить,Бороться,Трудиться,Управлять самолётом
4,Какое органическое вещество по международной номенклатуре называется этен?,Этилен,Этанол,Этан,Ацетилен
5,Что такое каршеринг?,Вид  аренды автомобиля,Способ угона автомобиля                                 ,Вид договора с водителем,Гонки на автомобилях
6,Каков диаметр (в парсеках) нашей галактики Млечный Путь?,30 тысяч,90  тысяч,40  тысяч,60 тысяч
7,Воплощением какого бога считается в индуизме Кришна?,Вишну,Брахмы,Шивы,Индры
8,Ношение чего не дозволялось в присутствии высочайших особ в период царствования Александра I?,Очков,Орденов,Перчаток,Парика
9,"Какой фильм стал первой кинокартиной в жанре уся, снятой в Китае?",«Сожжение храма красного лотоса»,«Однорукий меченосец»,«Речные заводи»,«Волшебный клинок»
