,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто был первым российским императором?,Петр I,Иван Грозный,Федор Алексеевич,Александр I
1,"Какое словосочетание обозначает понятие, ставшее лейтмотивом в творчестве таких писателей, как Эрих Мария Ремарк и Эрнест Хемингуэй?",Потерянное поколение,Пропащее поколение,Поколение победителей,Поколение оптимистов
2,"Какой термин есть в обиходе и футболистов, и преферансистов?",пас,обводка,офсайд,вист
3,Какой марки автомобильного бензина не существует?,А-51,АИ-98,А-76,АИ-95
4,Сколько легочных вен впадает в левое предсердие?,4,3,2,1
5,Какой американский штат оказался ключевым при выборах президента США в 2000 года?,Флорида,Калифорния,Орегон,Техас
6,"Как называется составная часть соусов во французской кухне, представляющая собой термически обработанную смесь муки и жира?",Ру,Айоли,Пулет,Тартар
7,Какой из перечисленных минералов является одной из основных вольфрамовых руд?,Ферберит,Карнотит,Патронит,Роскоэлит
8,Какой динозавр изображен на гербе и флаге Чебулинского района Кемеровской области?,Пситтакозавр,Теризинозавр,Тираннозавр,Стиракозавр
9,"Какой из этих романов Роберта Хайнлайна не входит в его цикл ""Мир как миф""?","""Дверь в лето""","""Уплыть за закат""","""Число Зверя""","""Кот, проходящий сквозь стены"""
