,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто является переносчиком сыпного тифа?,Платяная вошь,Хмелевая тля,Собачья блоха,Шубная моль
1,В каком виде спорта разыгрывается кубок Кремля?,Теннис,Футбол,Стрельба,Хоккей
2,Что иногда применяют для торможения самолета?,Парашют,Якорь,Мешок,Борону
3,Какой вариант написания - правильный?,Люминесценция,Люминисценция,Люменисценция,Люменесценция
4,"В каком здании обитал главный герой романа Гастона Леру ""Призрак Оперы""?",Гранд-опера,Ковент-Гарден,Большой театр,Ла Скала
5,"Какой поэт сказал, что свет ""не карает заблуждений, но тайны требует для них""?",А. Пушкин,Ф. Тютчев,Е. Баратынский,Н. Некрасов
6,"Какое из этих слов в своем прямом значении - это плохая жидкая пища или питье, бурда?",Брандахлыст,Дребедень,Бестолочь,Драндулет
7,Когда возникла Речь Посполитая?,В 1569,В 1495,В 1521,В 1608
8,"Какое имя было у бога, которого древние шумеры считали ""отцом всех богов"", владыкой неба?",Ан,Энлиль,Уту,Инанна
9,"Что представляет собой скульптура Давида Черни ""Quo vadis?"" (""Куда идёшь?""), установленная в Праге в 1990 году?",Автомобиль на ногах,Пара сапог,Человек без головы,Гигантская многоножка
