,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как звали царя в фильме-сказке «Марья-искусница»?,Водокрут,Водохлёб,Водовоз,Водолаз
1,На что древнерусские воины надевали кистень?,на руку,на ногу,на шею,на голову
2,"Как называется класс морских моллюсков, к которому относятся осьминоги?",головоногие,головорукие,щупальцевые,восьмилаповые
3,Какое из этих зданий Петербурга расположено НЕ на набережной?,Большой Гостиный Двор,Меншиковский дворец,Кунсткамера,Зимний дворец
4,Как в кириллице называлась буква «М»?,«Мыслете»,«Много»,«Мечи»,«Мне»
5,Какой химический элемент назван в честь Луны?,Селен,Магний,Бериллий,Вольфрам
6,Каким Фёдор Достоевский назвал свой рассказ «Кроткая»?,фантастическим,реалистическим,романтическим,символическим
7,Откуда происходил род Лермонтовых?,Шотландия,Испания,Франция,Швеция
8,Какой древний народ построил город Чичен-Ица?,Майя,Инки,Ацтеки,Ольмеки
9,"Как звали кондитера, который изобрел конфеты Моцарткугель — «моцартовские шарики»?",Фюрст,Хоффбауэр,Ребер,Мирабель
