,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как продолжить известную поговорку: «Не пойман — …»?,Не вор,Не шулер,Не олигарх,Не жулик
1,Какое устройство применяли во время инквизиции?,испанский сапог,португальский башмак,японские гета,русский валенок
2,Что по-гречески означает слово «пентагон»?,пятиугольник,безопасность,круг,ничего не означает
3,Что греки называли «водяным вором» — клепсидрой?,Водяные часы,Водяную мельницу,Баню,Акведук
4,К какому разделу математики относятся центральные предельные теоремы?,теория вероятностей,арифметика,математическая физика,дискретная математика
5,В каком архитектурном стиле построено здание Большого театра в Москве?,Классицизм,Готика,Модерн,Барокко
6,"Кто из американских госсекретарей стал автором ""челночной дипломатии""?",Генри Киссинджер,Джордж Шульц,Мадлен Олбрайт,Збигнев Бжезинский
7,Какой химический элемент алхимики изображали в виде извивающейся змеи?,Мышьяк,Ртуть,Серу,Сурьму
8,При строительстве дворца Тадж-Махал 28 типов драгоценных камней были инкрустированы в белый мрамор. Откуда доставлялись на слонах сапфиры?,Цейлон,Тибет,Китай,Раджастан
9,"Известно, что в кириллице многие буквы имели и цифровое значение. Чему равна буква К (како)?",20,10,90,70
