,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой из этих музыкальных коллективов не имеет отношения к рок-музыке?,"""Блестящие""","""Аквариум""","""Чайф""","""ДДТ"""
1,Как в народе называют растение ятрышник?,кукушкины слёзки,соловьиные рыдания,зябликово хихиканье,воробьиный смех
2,За каким псевдонимом скрывается только один автор?,Кир Булычёв,Макс Фрай,Генри Лайон Олди,Хольм ван Зайчик
3,В оперном театре какого города был застрелен премьер-министр Российской империи П. А. Столыпин?,Киева,Санкт-Петербурга,Одессы,Москва
4,"Кто написал стихи, ставшие основой мюзикла «Кошки»?",Томас Элиот,Роберт Стивенсон,Редьярд Киплинг,Роберт Бёрнс
5,"Как продолжить высказывание одного из высших государственных деятелей СССР, ― «У каждой аварии есть ...»?","Имя, фамилия и должность",Отпечаток вражеской диверсии,Ключ к позитивным изменениям,Своё неповторимое обаяние
6,К какому субъекту РФ относятся Курильские острова?,К Сахалинской области,К Хабаровскому краю,К Камчатскому краю,К Магаданской области
7,За какую картину Иван Айвазовский в сентябре 1837 года получил Большую золотую медаль?,"""Штиль""","""Неаполитанский маяк""","""Радуга""","""Среди волн"""
8,"Книга какого писателя была найдена при обыске номера отеля, в котором некоторое время жил террорист Ильич Рамирес Санчес?",Фредерик Форсайт,Джон ле Карре,Фрэнсис Скотт Фицджеральд,Стивен Кинг
9,"Какой норвежский конунг, погибший в битве при Стикластадире, почитался как святой и католиками, и православными?",Олаф II Толстый,Харальд III Суровый,Сигурд I Крестоносец,Олаф I Трюгггвасон
