,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Сочетание каких двух карт называется марьяжем?,король и дама,туз и король,валет и дама,король и валет
1,Где скачет корыто в сказке Корнея Чуковского «Федорино горе»?,По лугам,По болотам,По полям,По лесам
2,"Название какого химического элемента переводится как «горный дух», якобы подсовывавший горнякам вместо руды пустую породу?",Никель,Ванадий,Скандий,Кальций
3,Кто такой змееяд?,Птица,Ящерица,Зверек,Паук
4,Какой художник из-за бедности топил своими картинами печь?,Пабло Пикассо,Пьер Огюст Ренуар,Поль Сезанн,Клод Мане
5,"Какой город архитектор Оскар Нимейер возвел ""на пустом месте""?",Бразилиа,Мехико,Детройт,Валлетта
6,"Какое министерство возглавлял Пётр Столыпин, когда стал председателем Совета министров Российской империи?",Министерство внутренних дел,Военное министерство,Министерство финансов,Министерство путей сообщения
7,Сколько цветов на флаге ЮАР?,6,4,3,5
8,Кто из этих художников принимал участие в росписи Владимирского собора в Киеве?,В. М. Васнецов,В. Д. Поленов,И. Е. Репин,Б. М. Кустодиев
9,"На фабрике какого оружейника был изготовлен пистолет, из которого Джон Бут стрелял в 16-го президента США Авраама Линкольна?",Генри Деринджер,Дэниел Вессон,Элифалет Ремингтон,Сэмюэл Кольт
