,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чем играют в русский хоккей?,мячом,воздушным шариком,бутылкой водки,воланом
1,Как прозвали деда-весельчака из романа из «Поднятая целина»?,Щукарь,Балабол,Баламут,Штукарь
2,Какая повесть Гоголя не входит в цикл «Вечера на хуторе близ Диканьки»?,«Вий»,«Страшная месть»,"«Майская ночь, или Утопленница»",«Сорочинская ярмарка»
3,Какая фигура венчает Александровскую колонну в Петербурге?,ангел,Пётр Первый,богиня Ника,Александр Первый
4,Кто из этих героинь опер Р. Вагнера не русалка?,Брунгильда,Флосхильда,Воглинда,Вельгунда
5,"Флаг какого государства получится, если флаг Индонезии повернуть на 180 градусов?",Польша,Франция,Украина,Нидерланды
6,"Как называется массовая пляска, близкая к хороводу, распространенная у сербов, хорватов и черногорцев?",Хора,Холо,Хита,Хота
7,У какой породы кошек стандарт допускает многопальцевость?,Пиксибоб,Гималайская,Бенгальская,Мэнкс
8,Кто был последним представителем династии Ягеллонов на троне Великого княжества Литовского и Королевства Польского?,Сигизмунд II Август,Александр Ягеллончик,Сигизмунд I,Ян I Ольбрахт
9,"Какое из этих имён произошло от греческого слова ""девственный""?",Парфён,Пантелеймон,Пётр,Парамон
