,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая из современных российских монет имеет самый большой диаметр?,пять рублей,один рубль,два рубля,десять рублей
1,Каким цветом обозначается самая сложная трасса на горнолыжном курорте?,Чёрным ,Белым,Жёлтым,Красным
2,"В какой части света находится Берег Скелетов, погубивший сотни кораблей и тысячи людей?",Африка,Азия,Европа,Америка
3,Сколько дополнительных патронов может использовать спортсмен в биатлонной эстафете на каждом огневом рубеже?,3,1,2,4
4,На какой реке стоит город Якутск?,Лена,Вилюй,Алдан,Индигирка
5,Купюру какого достоинства в царской России называли «синица»?,5 рублей,1 рубль,3 рубля,10 рублей
6,Какая каша может по праву именоваться «жемчужной»?,перловая,манная,гречневая,овсяная
7,"Какое максимальное количество мест в спортивных санях бобе, согласно правилам Олимпийских игр?",Четыре,Два,Три,Шесть
8,В какой стране новогодние подарки приносит Юлеманден?,Дания,Норвегия,Финляндия,Швеция
9,Название какого блюда скандинавской кухни означает «рыба в щелочи»?,Лютефиск,Луссекатт,Крумкаке,Кропкакор
