,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какими бывают почтовые марки?,Гашёные,Тушёные,Печёные,Мочёные
1,Что комментаторы в шутку называют лучшим другом вратаря?,штангу,табло,поле,мяч
2,Что курил премьер-министр Великобритании Уинстон Черчилль?,сигары,сигареты,трубку,папиросы
3,На каком музыкальном инструменте играл Полиграф Полиграфович Шариков? ,Балалайка,Гитара,Скрипка,Альт
4,Какие живые существа впервые в 1960 году вернулись живыми на землю на Спутнике-5?,"2 собаки, 40 мышей, 2 крысы , растения","2 собаки, обезьяна, 5 крыс , растения","3 собаки, кошка, 4  мыши, тараканы","1 собака, 4 крысы, тараканы, растения"
5,"Какой тип головоломки появился впервые в США в 1913 году в ""Нью-Йорк Уолд""?",Кроссворд,Ребус,Чайнворд,Логогриф
6,Какие элементы находятся в побочных группах периодической системы Менделеева?,Только d-,Только p-,S- и p-,S- и f-
7,Кто является автором музыки к фильму «Вечный зов»?,Леонид Афанасьев,Александра Пахмутова,Александр Зацепин,Микаэл Таривердиев
8,Какую оперу написал не Г. Ф. Гендель?,Медея,Юлий Цезарь в Египте,Альцина,Орландо
9,На какой станции Московского метрополитена находится самый глубоко расположенный памятник Москвы?,"""Римская""","""Чеховская""","""Парк Победы""","""Курская"""
