,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,О каком мальчике пел Леонид Агутин в одной из своих песен?,О босоногом,О лопоухом,О долговязом,О косолапом
1,Баллончик с каким содержимым появился в арсенале арбитров на последнем чемпионате мира по футболу?,С пеной,С дезодорантом,С лаком для волос,Со взбитыми сливками
2,Какие животные считаются символами биржевой торговли?,бык и медведь,волк и овца,слон и осёл,ворона и лисица
3,Каким подразделением командовал капитан королевских мушкетёров де Тревиль в книге Дюма?,Полк,Взвод,Дивизия,Батальон
4,В каком созвездии находится Полярная звезда?,Малая Медведица,Большая Медведица,Северная Корона,Андромеда
5,Какого цвета плащ Святого Георгия Победоносца на гербе Москвы?,Голубой,Алый,Черный,Золотой
6,"Боевой корабль в Древней Греции, главным оружием которого был таран:",Триера,Галера,Триаконтор,Пентеконтор
7,Какого великого султана Тамерлан запер в клетке?,Баязид I Молниеносный,Мурад I,Сулейман Великолепный,Мехмед II Фатих
8,В каком немецком городе ежегодно проходит Фестиваль Нибелунгов?,Вормс,Людвигсхафен,Трир,Кайзерслаутерн
9,В каком американском городе встретились The Beatles и король рок-н-ролла Элвис Пресли?,Лос-Анджелес,Сан-Диего,Нью-Йорк,Майами
