,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что используют в качестве приправы к блюду?,Подливку,Наливку,Завивку,Прививку
1,За кого вышла замуж Дюймовочка из сказки Г. Х. Андерсена?,Эльфа,Крота,Мышь,Жабу
2,Какой жук унёс Дюймовочку в сказке Андерсена?,майский,олень,плавунец,дровосек
3,С чего обычно начинается опера?,Увертюра,Ария,Сюита,Адажио
4,Какой город был родным для чемпиона мира по шахматам Михаила Таля?,Рига,Ленинград,Москва,Вильнюс
5,В истории чемпионатов мира по футболу сборная СССР один раз была удостоена медалей в 1966 году в Англии. А кто был её тренером?,Николай Морозов,Валерий Лобановский,Гавриил Качалин,Юрий Морозов   
6,Какой сыр А. С. Пушкин назвал в «Евгении Онегине» живым?,Лимбургский,Моосбахер,Роталлер,Грюйер
7,Какого персидского царя победил Александр Македонский?,Дарий III,Дарий II,Дарий I,Дарий IV
8,В каком из этих произведений в списке персонажей (действующих лиц) д&#39;Артаньян отсутствует?,Адриенна де Лекуврёр,Три мушкетера,Виконт де Бражелон,Двадцать лет спустя
9,Какой станицы нет среди мест проживания австралийских казаков?,Пертская,Аделаидская,Мельбурнская,Брисбенская
