,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как программисты часто называют различные компьютерные комплектующие?,Железо,Глина,Пластилин,Щебень
1,"В каком положении окажется боксёр, не сумевший подняться с ринга в течение десяти секунд?",Нокаут,Нокдаун,Тайм-аут,Офсайд
2,В каком месяце норма осадков в Москве самая высокая?,Июль,Декабрь,Август,Январь
3,К какому пантеону принадлежит божество Фрейя?,Скандинавскому,Ацтекскому,Вавилонскому,Египетскому
4,"Кому, согласно латинской пословице, не дозволено то, что дозволено Юпитеру?",Быку,Ослу,Орлу,Лебедю
5,Средний размер какого из этих объектов меньше?,Нейтронная звезда,Желтый карлик,Белый карлик,Субкарлик
6,Какую русскую народную песню вставил Чайковский в финал 4-й симфонии?,«Во поле береза стояла»,«Дубинушка»,"«Во саду ли, в огороде»",«Калинка»
7,На гербе какой страны изображен орел-крестоносец?,Молдавия,Греция,Болгария,Венгрия
8,Как звали древнегреческую богиню лжи и обмана?,Апата,Эвномия,Арета,Пандроса
9,Повести с каким названием не найти в цикле «Евразийская симфония» Хольма ван Зайчика?,"""Дело шаолиньских монахов""","""Дело о полку Игореве""","""Дело лис-оборотней""","""Дело незалежных дервишей"""
