,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой роман есть у Н. Г. Чернышевского?,"""Что делать?""","""Как быть?""","""Куда податься?""","""Кто виноват?"""
1,Что есть в Петербургском Эрмитаже?,Лоджии Рафаэля,Чердаки Малевича,Полы Микеланджело,Подвалы Шемякина
2,С чего на Руси драли лыко?,с деревьев,с рыбы,с дичи,с колосьев
3,"Флаг какого государства получится, если флаг Венгрии повернуть на 90 градусов по часовой стрелке?",Италии,Нидерландов,Колумбии,Германии
4,Какой из этих соборов Санкт-Петербурга был построен позднее?,Спаса-на-Крови,Казанский кафедральный,Исаакиевский,Владимирский
5,На гербе какой области РФ изображен ятаган?,Астраханская,Архангельская,Иркутская,Калининградская
6,"Какой философ в «Первой речи против Катилины» упомянул крылатое выражение «О времена, о нравы»?",Цицерон,Овидий,Марк Аврелий,Сенека
7,"Слова какого белорусского поэта положены в популярнейшую песню композитора Эдуарда Ханка ""Вы шумите, березы"" (""Шумiце бярозы"")?",Нил Гилевич,Янка Купала,Владимир Каризна,Юрась Свирка
8,В каком городе Испании проходит фестиваль La Tomatina - помидорная война?,Буньоль,Ятова,Дос-Агвас,Макастре
9,Что предшествует метаморфизму в геологии?,Метагенез,Диагенез,Катагенез,Овогенез
