,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Что может сделать чёрт?,Побрать,Подобреть,Перебрать,Прибраться
1,"Как назывался мировой экономический кризис, разразившийся в 1929 году?","""Великая депрессия""","""Великая безработица""","""Великий крах""","""Великая стагнация"""
2,Кого можно увидеть рядом с поэтом Батюшковым на памятнике в Вологде?,Коня,Собаку,Няню,Музу
3,Каков главный приз в телеигре «Сто к одному»?,50 000 рублей,25 000 рублей,15 000 рублей,100 000 рублей
4,Лицо какого из американских президентов отсутствует на барельефе горы Рашмор?,Франклина Рузвельта,Теодора Рузвельта,Томаса Джефферсона,Джорджа Вашингтона
5,В какой из перечисленных государственных праздников Петербургский метрополитен работает круглосуточно?,Праздник Весны и Труда,День народного единства,День России,Международный женский день
6,"На произведениях какого писателя-фантаста полностью основан альбом ""The Illustrated Man"" российского музыкального коллектива Arida Vortex, вышедший в 2015 году?",Рэй Брэдбери,Роберт Шекли,Артур Кларк,Станислав Лем
7,Плотность населения какого государства Африки наивысшая?,Маврикий,Бурунди,Коморские острова,Руанда
8,Какой из этих гормонов вырабатывается в гипоталамусе?,Вазопрессин,Ангиотензин,Соматотропин,Кальцитонин
9,"Как звали последнего ордынского правителя, в политической зависимости от которого находились московские князья?",Ахмат,Кичи-Мухаммед,Шейх-Ахмед,Муртаза
