,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая дама описана у Антона Павловича Чехова?,с собачкой,с заначкой,с болячкой,со жвачкой
1,Что такое трахея?,дыхательное горло ,кровеносный сосуд,часть кишечника,полая кость
2,В каких соревнованиях спортсмены используют блины?,В тяжёлой атлетике,В борьбе,В хоккее,В лёгкой атлетике
3,Что из перечисленного НЕ является тригонометрической функцией?,логарифм,синус,тангенс,арккосинус
4,Какую разновидность футбола придумал финский лыжник Эса Ромппайнен?,болотный,женский,настольный,пляжный
5,Какое слово переводится с греческого как «склад»?,аптека,арсенал,пакгауз,галерея
6,Какая форма заключения внебиржевых сделок является самой распространенной?,поставочный форвард,внебиржевой опцион,расчётный форвард,забивной форвард
7,В каком чине был выпущен из лицея Александр Пушкин?,Коллежский секретарь,Титулярный советник,Коллежский регистратор,Надворный советник
8,Как называлась столица государства ацтеков?,Теночтитлан,Кетцалькоатль,Монтесума,Мехико
9,Какая из этих наград не была вручена Петру I?,Орден Доблести,Орден Слона,Орден Белого орла,Орден Подвязки
