,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какой объект Солнечной системы самый массивный?,Солнце,Юпитер,Церера,Ганимед
1,Какой музыкальный инструмент щипковый?,Балалайка,Альт,Контрабас,Клавикорд
2,Как называлось решающее сражение Отечественной войны 1812 года?,Бородинское,Ватерлоо,Куликовское,Невское
3,Какая страна участвовала в вооруженном конфликте 1982 года с Великобританией из-за Фолклендских островов?,Аргентина,Куба,Чили,Колумбия
4,Кто из этих декабристов был лицейским товарищем А.С. Пушкина?,В.К. Кюхельбекер,К.Ф. Рылеев,С.П. Трубецкой,И.А. Анненков
5,Какого района нет во Владивостоке?,Пушкинский,Фрунзенский,Первореченский,Первомайский
6,Кто из этих персонажей не из оперы П. И. Чайковского «Мазепа»?,Людмила,Искра,Кочубей,Любовь
7,Столицей какого штата США является город Ричмонд?,Вирджиния,Висконсин,Вермонт,Вашингтон
8,"Какое кодовое слово, переданное командованием вермахта в войска, послужило немецкой армии сигналом для начала нападения на СССР в 1941 году?","""Дортмунд""","""Циклоп""","""Ураган""","""Рейн"""
9,Кто является первым официально признанным серийным убийцей США?,Генри Говард Холмс,Дэвид Берковиц,Дональд Генри Гаскинс,Джон Уэйн Гейси
