,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,На чем художник крепит холст?,Мольберт,Палитра,На стену,Кульман
1,Для какой детской игры нужен мяч?,штандер,прятки,чижик,дочки-матери
2,К какому морю относится Тазовская губа?,Карское,Берингово,Баренцево,Белое
3,Как называется разновидность кроя юбки?,тюльпан,нарцисс,мимоза,гладиолус
4,"Как называется рыба, обитающая в реке Амур?",Калуга,Тула,Кострома,Самара
5,Какой из этих авторов НЕ создавал произведения под названием «Кавказский пленник»?,И. С. Тургенев,А. С. Пушкин,М. Ю. Лермонтов,Л. Н. Толстой
6,Какой фрукт раньше называли китайским крыжовником?,Киви ,Айва,Мандарин,Авокадо
7,В каком органе человека есть водопровод?,мозг,сердце,печень,почки
8,Самоназвание какого индейского племени звучит как «вендат»?,Гуроны,Апачи,Чероки,Пауни
9,"Согласно «Илиаде», какой жрец был задушен змеями, выползшими из моря?",Лаокоон,Эней,Антенор,Приам
