,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чей рост в мультфильме измеряли в попугаях?,удава,попугая,мартышки,слонёнка
1,Что в советские времена именовали всесоюзной здравницей?,курорты Крыма,институт им. Склифосовского,Болгарию,телепрограмму «Здоровье»
2,Сколько кубических сантиметров в кубометре?,миллион,тысяча,десять тысяч,сто тысяч
3,Что японцы дарят на счастье в Новом году?,Грабли,Вилы,Мотыгу,Лопату
4,Сколько лет длилась Столетняя война?,116,100,119,96
5,Кто из этих животных откладывает яйца?,утконос,опоссум,выхухоль,летучая мышь
6,Кто из этих физиков НЕ был нобелевским лауреатом?,Игорь Курчатов,Нильс Бор,Лев Ландау,Мария Кюри
7,Кто дал название американской Долине Смерти?,старатели,ковбои,индейцы,фермеры
8,Кто из бесовской четвёрки первым появился на страницах романа «Мастер и Маргарита»?,Коровьев,Воланд,Азазелло,кот Бегемот
9,Как назывался доспех древнерусского воина - кольчужная рубашка без рукавов с металлическими пластинами?,Колонтарь,Рамень,Бармица,Зерцало
