,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая часть света НЕ омывается водами Средиземного моря?,Америка,Азия,Африка,Европа
1,Как упрощенно можно представить возбуждение симпатической и парасимпатической нервной системы?,"«Ты испугался...», «Ты отдыхаешь...»","«Ты побил...», «Тебя побили...»","«Ты голодный...», «Ты объелся...»","«Ты трезв...», «Ты пьян...»"
2,Какой из этих пассажирских самолетов был первым в СССР реактивным авиалайнером?,Ту-104,Ил-62,Ан-24,Як-40
3,"К родам какого животного неприменимо слово ""окот""?",Свинья,Коза,Овца,Зайчиха
4,"У какого литературного героя был девиз: «Бороться и искать, найти и не сдаваться!»?",Александр Григорьев,Григорий Печорин,Томек Вильмовский,Дик Сенд
5,В какой части Польши расположен город Лодзь?,В центре страны,На юго-востоке страны,На юго-западе страны,На севере страны
6,Как назывались административно-территориальные единицы Византийской территории?,Фемы,Номы,Сатрапии,Провинции
7,"На фоне каких событий европейской истории разворачивается действие трилогии Анджея Сапковского ""Сага о Рейневане""?",Гуситские войны,Тридцатилетняя война,Набеги викингов,Восстание Богдана Хмельницкого
8,Какой русский ударный музыкальный инструмент применялся на Руси в 16-17 веках?,Накры,Черяба,Войло,Упага
9,Что такое тсантса?,Высушенная особым образом человеческая голова,Ритуальный танец охотников племени онге,Охотничий трофей андаманцев,Способ изготовления чучел животных
