,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что Надя, героиня «Иронии судьбы», подарила Ипполиту на Новый Год?",Электробритву,Галстук,Пейджер,Одеколон
1,Кем не пожелала стать старуха из «Сказки о рыбаке и рыбке» Пушкина?,надворной советницей,столбовою дворянкой,вольною царицей,владычицей морскою
2,В какой пьесе А.П. Чехова герой обращался к шкафу с эпитетом «многоуважаемый»?,«Вишневый сад»,«Три сестры»,«Чайка»,«Дядя Ваня»
3,На что в России делились вальсы?,на туры,на геймы,на сеты,на периоды
4,"На фасаде какой гостиницы Москвы можно увидеть панно Врубеля ""Принцесса Грёза""?","""Метрополь""","""Савой""","""Националь""","""Будапешт"""
5,Какая из аквариумных рыбок относится к отряду лабиринтовых?,Лялиус,Юлидохромис,Гуппи,Тилапия
6,В виде чего была ручка трости Воланда?,Головы пуделя,Головы Иисуса Христа,Земного шара,Женского пальца
7,Какого сборника стихов не было у Есенина?,«Кобзарь»,«Голубень»,«Преображение»,«Радуница»
8,"Какое звание носил Маркус Вольф, начальник Главного управления разведки «Штази» МГБ ГДР?",Генерал-полковник,Генерал-лейтенант,Бригадный генерал,Генерал-майор
9,"""Прародителем"" какого музыкального инструмента была свирель?",Гобой,Тромбон,Саксофон,Туба
