,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что, согласно песне, должна была сберечь Катюша, когда её возлюбленный оберегал родную землю?",Любовь,Надежду,Дом,Яблони и груши
1,"Как назывался полнометражный мультфильм, выпущенный студией Дисней?",«Коты-аристократы»,«Коты-буржуи»,«Коты-вельможи»,«Коты-дворяне»
2,Какое государство расположено не в Африке?,Непал,Гвинея,Мавритания,Камерун
3,Какое из этих начинаний в области отечественной продовольственной политики было первым?,Продразверстка,Продкорзина,Продналог,Продпрограмма
4,Почему король Бельгии Бодуэн в 1990 году временно отказался от трона?,Не хотел подписывать закон о разрешении абортов,Ушел в монастырь,Чтобы сняться в Голливуде,Лег в психиатрическую клинику
5,Какой марки автомобиль у английской королевы?,"""Бентли""","""Лендровер""","""Бристоль""","""Джинетта"""
6,Достопримечательности какого города были изображены на последней пятирублевой купюре?,Новгород,Новосибирск,Владивосток,Краснодар
7,Какая из этих болезней растений не является грибковой?,рябуха,голландская болезнь вяза,инфекционный ожог роз,оидиум
8,Песня с каким названием есть в репертуаре Шарля Азнавура?,«Богема»,«Турандот»,«Тоска»,«Сомнамбула»
9,Какого слова нет на памятнике мореходу и гидрографу П. К. Пахтусову в Кронштадте?,Дело,Отвага,Польза,Труд
