,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какая была профессия у главной героини в фильме «Вокзал для двоих»?,Официантка,Учительница,Повариха,Бухгалтер
1,Что из них не змея?,Ужвий,Мамба,Эфа,Боа
2,С какого числа начинается нумерация игроков в баскетболе?,4,2,3,1
3,Какое животное является символом Канады?,Бобр,Баклан,Гризли,Кит
4,"В какой стране, единственной в Африке, государственным языком является испанский?",Экваториальная Гвинея,Сьерра-Леоне,Кабо Верде,Намибия
5,Что произошло в США 22 ноября 1963 года?,Убийство Джона Кеннеди,Покушение на Ричарда Никсона,Убийство Мартина Лютера Кинга,Покушение на Рональда Рейгана
6,"Где, согласно русской народной сказке, жил Никита Кожемяка?",Киев,Москва,Новгород,Чернигов
7,Как в СССР называлась одна из разновидностей лотереи? ,"""Спринт""","""Старт""","""Ринг""","""Кросс"""
8,В каком году была впервые проведена телетрансляция церемонии вручения «Оскаров»?,1953,1968,1947,1961
9,"Кто из лауреатов премии ""Оскар"" за лучшую мужскую роль в 1941 году стал летчиком-бомбардировщиком и дослужился до бригадного генерала?",Джимми Стюарт,Кларк Гейбл,Алек Гиннесс,Эрнест Боргнайн
