,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое чудо техники крестьяне 20-х годов назвали ""железный конь""?",Трактор,Велосипед,Паровоз,Автомобиль
1,Полярная звезда всегда указывает направление на...?,Север,Юг,Восток,Запад
2,Как называется наука о млекопитающих?,Териология,Энтомология,Ботаника,Зоология
3,"Какое насекомое преследовало мифическую Ио, превращенную в корову?",Овод,Оса,Комар,Слепень
4,"Кто, по существующему протоколу, объявляет Олимпийские игры открытыми?",Глава государства,Мэр города,Председатель правительства,Президент МОК
5,На какой из этих территорий находятся остатки древнего русского города Тмутаракань?,Краснодарский край,Херсонская область,Ставрополье,Крым
6,В каком фильме дебютировал актер Борислав Брондуков?,"""Цветок на камне""","""Гадюка""","""Мы из джаза""","""Зеленый фургон"""
7,Какое животное изображено на гербе города Саранск?,Лиса,Медведь,Лось,Олень
8,"Какой товар, по распространённой версии, стал причиной раздела германской компании ""Aldi"" — крупной сети магазинов-дискаунтеров?",Сигареты,Водка,Копчёный лосось,Пиво
9,"Дебютной книгой какого писателя стало «Крат­кое ру­ко­вод­ство по раз­ве­де­нию, вос­пи­та­нию и со­дер­жа­нию гам­бург­ских кур»?",Лаймен Фрэнк Баум,Алан Александр Милн,Клайв Стейплз Льюис,Джо­эль Чанд­лер Харрис
