,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто «с весною в сени к нам летит»?,Ласточка,Иволга,Скворушка,Цапелька
1,"Русский землепроходец, изучавший Камчатку в 1697-1699 годах и давший ее подробное описание.",В.В. Атласов,Ф.Ф. Беллинсгаузен,Н.М. Пржевальский,С.И. Дежнев
2,"Какое мясо, согласно классическому рецепту, используется для приготовления харчо?",говядина,свинина,баранина,козлятина
3,Вместе с каким актёром Арнольд Шварценеггер сыграл близнецов?,Денни Де Вито,Роберт Де Ниро,Сильвестр Сталлоне,Жан-Клод Ван Дамм
4,"Какой город представлляет испанский футбольный клуб ""Эспаньол""?",Барселона,Хихон,Валенсия,Овьедо
5,В каком польском городе находится самая большая в Европе рыночная площадь?,Краков,Гданьск,Лодзь,Вроцлав
6,"Кому в Германии установлен памятник, как первому человеку, распространившему картофель в Европе?",Фрэнсису Дрейку,Христофору Колумбу,Фернану Магеллану,Васко да Гама
7,Кого из своих генералов Наполеон упрекнул в приобретенной русскости?,Коленкура,Даву,Мюрата,Нея
8,Какой из этих спутников - спутник Сатурна?,Янус,Карме,Титания,Элара
9,"Кто был сорежиссером Эльдара Рязанова на съемках фильма ""Невероятные приключения итальянцев в России""?",Франко Проспери,Тано Чимароза,Джузеппе Пиполо,Франко Кастеллано
