,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Как называется военный корабль, на котором находится командующий флотом?",Флагман,Путеводитель,Лоцман,Авангард
1,Какого рэпера на самом деле зовут Алишер?,Моргенштерна,Скриптонита,Славу КПСС,Элджея
2,Кого из героев своих произведений А. Пушкин назвал «забав и роскоши дитя»?,Евгения Онегина,Пётра Гринёва,Владимира Ленского,Владимира Дубровского
3,Как называется отворот на конце рукава?,Обшлаг,Лацкан,Фестон,Рюш
4,Что хамелеону помогают делать хроматофоры — особые клетки его организма?,менять цвет,видеть на 360 градусов,выбрасывать язык,отбрасывать хвост
5,Какой город является столицей Зимбабве?,Хараре,Претория,Варна,Виндхук
6,"Кто автор строк: ""Не дай мне Бог сойти с ума, уж лучше посох и сума..""?",Пушкин,Тютчев,Есенин,Блок
7,"Кто написал ""Жизнь двенадцати цезарей""?",Светоний,Тит Ливий,Иосиф Флавий,Теренций
8,Фрески в какой римской церкви являются своеобразным средневековым комиксом?,Базилика Сан-Клементе,Базилика Сан-Джованни-ин-Латерано,Церковь Санто-Стефано-Ротондо,Церковь Сан-Грегорио-Маньо
9,"Как называется дерево, плоды которого, по мнению жителей острова Ява, обладают косметическими и контрацептивными свойствами?",Кепель,Капулин,Вампи,Джамбу
