,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какое слово пропущено в названии к/ф С. Спилберга «…рядового Райана»?,Спасти,Узнать,Призвать,Найти
1,"В каком государстве разворачивается действие повести Стругацких ""Трудно быть богом""?",Арканар,Нарния,Камелот,Лукоморье
2,Чему равен 1 байт?,8 бит,4 бита,16 бит,2 бита
3,Как зовут галчонка из Простоквашино?,Хватайка,Говорилка,Ктотамка,Каркуша
4,Кандиль - это сорт каких фруктов?,Яблоки,Груши,Абрикосы,Сливы
5,Какой из этих видов попугаев вымер?,Таитянский какарики,Краснохвостый сине-желтый ара,Фиолетовый амазон,Тонкоклювый нестор
6,"Какой поэт написал эти строки: «Спешит на свидание бабушка, а бабушке сорок всего!»?",Николай Доризо,Николай Добронравов,Сергей Гребенников,Илья Резник
7,Кто из этих президентов США проработал всего один месяц?,Уильям Гаррисон,Эндрю Джексон,Джон Куинси Адамс,Марти Ван Бюрен
8,"Какое имя используется в качестве каламбура в пьесе О. Уайльда ""Как важно быть серьёзным""?",Эрнест,Джон,Оскар,Алджернон
9,"Кто является единственным Маршалом Советского Союза, выбывшим из Вооружённых сил СССР в ходе Великой Отечественной войны?",Борис Шапошников,Александр Егоров,Леонид Говоров,Фёдор Толбухин
