,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется распространенный русский летний сорт яблони?,"""Грушовка""","""Банановка""","""Бергамотовка""","""Авокадовка"""
1,"Кого во всем мире называют ""Цюрихскими гномами""?",Банкиров,Часовщиков,Огранщиков,Кондитеров
2,Что из перечисленных предметов находится на гербе Американского Самоа?,Мухобойка,Тараканоудавка,Клоподавка,Клещедавка
3,Какая из этих рыб является объектом промысла для добычи черной икры?,Севрюга,Кета,Семга,Горбуша
4,Через что из этого у собаки происходит теплообмен?,Язык,Лапа,Спина,Хвост
5,Какому чину в других родах войск соответствовал кавалерийский чин ротмистра?,Капитан,Майор,Поручик,Подполковник
6,Какой из этих витаминов наиболее важен для кроветворения?,В12,В6,В1,В3
7,На каком ЧМ по футболу впервые чемпион определился по результатам пенальти?,В 1994 году в США,В 1954 году в Швейцарии,В 1974 году в ФРГ,В 2006 году в Германии
8,Какой спортсмен установил больше всех мировых рекордов в тяжелой атлетике?,Василий Алексеев,Юрий Захаревич,Наим Сулейманоглу,Норберт Шеманский
9,Представитель какого семейства рыб считается самым глубоководным позвоночным животным?,Ошибневые,Удильщиковые,Липаровые,Нетопырёвые
