,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,В каком году было отменено крепостное право в России?,1861 году,1856 году,1790 году,1910 году
1,В чем измеряется иерархия капитанов в ВМФ?,В рангаx,В статьяx,В классаx,В разрядаx
2,Чему равен 1 фунт?,453 г,1216 г,1443 г,827 г
3,Какие водные артерии Петербурга соединяет Зимняя канавка?,Неву с Мойкой,Фонтанку с каналом Грибоедова,Обводный канал с Фонтанкой,Мойку с каналом Грибоедова
4,Кем по национальности был философ С. Кьеркегор?,Датчанин,Немец,Швед,Фламандец
5,Какой хоккейный клуб еще не был обладателем кубка Гагарина?,«ЦСКА» (Москва),«Салават Юлаев» (Уфа),«Динамо» (Москва),«Ак Барс» (Казань)
6,Какой город является столицей Центральноафриканской республики?,Банги,Ниамей,Яунде,Нджамена
7,"Какой спектакль был последним, поставленным Юрием Любимовым в 1982 году, перед изгнанием из СССР?","""Борис Годунов""","""Три сестры""","""Владимир Высоцкий""","""Дом на набережной"""
8,У какого типа мышечной ткани самая большая скорость сокращения?,Поперечнополосатая,Гладкая,Сердечная,Монетная
9,Какой из этих сыров изготавливается не из коровьего молока?,Рокамадур,Нёшатель,Камамбер,Шабцигер
