,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называются палочковидные бактерии?,Бациллы,Кокки,Вибрионы,Спириллы
1,"Что, согласно названию известной французской комедии, отличало высокого блондина?",Черный ботинок,Черный пояс,Черный юмор,Черный галстук
2,"Какие транспортные средства участвуют в ежегодных соревнованиях ""Тур-де-Франс""?",Велосипеды,Автомобили,Самокаты,Тракторы
3,Какое из этих государств не имеет территории в Сахаре?,Бенин,Алжир,Мавритания,Мали
4,"Какой поэт посвятил Грузии строки: ""На холмах Грузии лежит ночная мгла; шумит Арагва предо мною...""?",А. С. Пушкин,М. Ю. Лермонтов,В. Г. Тепляков,Д. В. Давыдов
5,Какое насекомое образует самые крупные колонии на планете?,Аргентинский муравей,Перелетная саранча,Пчела-каменщица,Термит Macrotermes
6,"Из-за матча в какой стране, сыгранного с Борисом Спасским в 1992 году, Роберт Фишер подвергся преследованию со стороны властей США?",Югославия,Исландия,Япония,Венгрия
7,"Как назывался каркас, надевавшийся под юбку для придания пышности?",Панье,Пластрон,Планшет,Подпушка
8,Какой был конечный пункт анабасиса бравого солдата  Швейка?,Чешские Будейовицы,Пльзень,Брно,Готвальдов
9,"Что из перечисленного представляет собой музыкальный инструмент кашиши, широко распространённый в Бразилии?",Две плетёные корзинки,Кусок выдолбленного дерева,Несколько колокольчиков на длинной ручке,Деревянную палку с натянутой струной
