,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какую фамилию носил герой Ю.Никулина в фильме ""Бриллиантовая рука""?",Горбунков,Коньков,Кащеев,Колобков
1,Какая страна расположена в южной части Балканского полуострова?,Греция,Италия,Португалия,Дания
2,Что Остап Бендер отдал Эллочек-людоедке в обмен на стул?,Ситечко,Блюдечко,Чайничек,Чашечку
3,Какой род войск называли «царицей полей»?,Пехота,Разведка,Артиллерия,Кавалерия
4,"Какую покерную комбинацию составляют десятка пик, десятка треф, дама червей, дама треф и дама пик?",Фулл-хаус,Каре,Флэш,Стрит
5,Какой породы была тургеневская Муму?,Спаниель,Дворняжка,Пудель,Болонка
6,Какая империя пришла на смену парфянскому царству?,Сасанидов,Селевкидов,Омейядов,Ахеменидов
7,Какое из этих озер является источником реки Миссисипи?,Итаска,Милле лакс,Лесное озеро,Миннетонка
8,"Как назывался первый город, построенный древними ассирийцами?",Ашшур,Дур-Шаррукин,Ниневия,Калах
9,"Кто сказал, что «джаз — это расплавленная архитектура»?",Алексей Козлов,Олег Лундстрем,Эдди Рознер,Леонид Утёсов
