,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто НЕ был героем мультфильма «Ледниковый период»?,медвежонок Умка,тигр Диего,мамонт Мэнни,ленивец Сид
1,К кому или чему не обращался герой песни из «Иронии судьбы…» с вопросом «Где моя любимая?»?,к туману ,к ясеню,к дождю,к другу
2,Чем поливают друг друга победители этапа «Формулы-1» в Бахрейне?,газировкой,шампанским,кумысом,отваром лепестков роз
3,Какая единственная в мире птица способна летать задом наперёд?,колибри,воробей,жаворонок,снегирь
4,За что получил свою первую награду Василий Тёркин?,сбил самолёт,поджёг танк,наладил прерванную связь,добыл языка
5,Во что играют герои романа Достоевского «Игрок»?,в рулетку ,в кости,в карты,в шахматы
6,Где жил знаменитый философ Спиноза?,в Нидерландах,в Древней Греции,во Франции,в Римской империи
7,По какому случаю было впервые выпущено печенье «Юбилейное»?,300-летие дома Романовых,70-летие Сталина,50-летие СССР,150-летие Пушкина
8,Как называется место для одного локомотива в железнодорожном депо?,стойло,гараж,ангар,сектор
9,Реки с каким названием НЕТ на территории России?,Спина,Шея,Уста,Палец
