,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется один из сортов газированной воды?,крем-сода,крем-мыло,крем-пудра,крем-брюле
1,Каким прибором измеряют силу тока?,Амперметр,Омометр,Вольтметр,Манометр
2,Что помогает музыканту извлекать звук при игре на гитаре?,медиатор,аппликатор,имитатор,компилятор
3,"Как называется испанский город, где когда-то арабы собирали пошлину с проходивших через Гибралтар судов?",Тарифа,Налога,Такса,Акциза
4,Название какого растения переводится с итальянского как «золотое яблоко»?,помидор,мандарин,апельсин,баклажан
5,Что астронавт Алан Шепард привёз на Луну?,клюшку для гольфа,боксёрскую перчатку,теннисную ракетку,футбольный мяч
6,Как называется один из департаментов Гондураса?,Атлантида,Утопия,Шамбала,Эльдорадо
7,"Какой бытовой прибор используют хозяйки в Гонолулу, для того чтобы сделать мясо осьминога более нежным?",Стиральная машина,Утюг,Фен,Пылесос
8,"Из какой поэмы Н. А. Некрасова строки: ""Я книгу взял, восстав от сна, И прочитал я в ней: ""Бывали хуже времена, но не было подлей.""?","""Современники""","""Саша""","""Кому на Руси жить хорошо""","""Рыцарь на час"""
9,"Войска какой из этих стран не входили в союзные силы, разгромившие наполеоновскую армию во время ""Битвы народов""?",Англия,Россия,Швеция,Австрия
