,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называли мультсериал про корову и кота?,"Корова, кот и океан","Корова, кот и река","Корова, кот и море","Корова, кот и озеро"
1,Из чего делают медицинскую вату?,Из хлопка,Из шерсти,Изо льна,Из шёлка
2,"Какой язык по рассеянности выучил вместо испанского Жак Паганель - герой романа Ж.Верна ""Дети капитана Гранта""?",Португальский,Турецкий,Немецкий,Русский
3,В виде какой собаки Мефистофель явился Фаусту в трагедии Гёте?,Пудель,Овчарка,Такса,Сенбернар
4,Зоологическое название вида какого животного написано здесь с ошибкой?,Бобер,Росомаха,Лемминг,Бурундук
5,Кто является прототипом профессора Амвросия Амбруазовича Выбегалло из повести братьев Стругацких «Понедельник начинается в субботу»?,Т. Д. Лысенко,К. А. Тимирязев,И. И. Мечников,И. В. Мичурин
6,Какое прозвище было у звезды НБА Карла Мэлоуна?,Почтальон,Сантехник,Шахтер,Электрик
7,"Кто охарактеризовал басни Крылова как ""поэтические уроки мудрости""?",Жуковский,Пушкин,Вяземский,Белинский
8,Как на Руси до XIV века назывался городской кремль?,Детинец,Гульбище,Курень,Тепляк
9,"Какое слово пропущено в китайской пословице: ""Тот, кто не умеет..., не должен заниматься торговлей""?",Улыбаться,Считать,Кричать,Обманывать
