,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Что означает буква ""О"" в аббревиатуре ОРТ?",Общественное,Объективное,Однообразное,Олигархическое
1,Какого члена предложения не существует?,Добавление,Сказуемое,Дополнение,Определение
2,Какой среди перечисленных законов не относится к газовым?,Закон Бернулли,Закон Шарля,Закон Гей-Люссака,Закон Бойля-Мариотта
3,Каких насекомых жители Новой Гвинеи и Соломоновых островов убивали с помощью лука и стрел и с аппетитом ели? ,Бабочек,Жуков-древоточцев,Термитов,Стрекоз
4,Как называется рассказ Сергея Есенина?,«У белой воды»,«За синим лесом»,«В желтой степи»,«Под черной скалой»
5,Сколько лет может проводить под землей личинка североамериканской цикады?,17 лет,"7,5 лет","2,5 года",4 года
6,Из какой поэмы В. В. Маяковского строка: «Лет до ста расти нам без старости»?,«Хорошо»,«Облако в штанах»,«Про это»,«Летающий пролетарий»
7,Кто забил решающую шайбу в ворота канадцев на Чемпионате Мира 2008 года?,Ковальчук,Малкин,Овечкин,Сёмин
8,"Как ботаник классифицирует растение, известное в России как Иван-да-Марья?",Фиалка трехцветная,Фиалка собачья,Фиалка душистая,Фиалка полевая
9,Какой хореограф более 30 лет сотрудничал с композитором Игорем Стравинским?,Джордж Баланчин,Михаил Барышников,Майя Плисецкая,Марта Грэм
