,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Под каким псевдонимом более известна американская эстрадная певица Алиша Бет Мур?,Pink,Blue,Green,Purple
1,Что происходит с континентами?,Дрейф,Изменение объёма,Состояние невесомости,Потеря равновесия
2,"Кто является автором книги ""Москва и москвичи""?",В. Гиляровский,М. Булгаков,Ю. Лужков,И. Шмелев
3,Сколько колец в символе автомобильной компании AUDI?,Четыре,Три,Пять,Шесть
4,"Чем, по химической сути, является хлопок?",Целлюлоза,Хитин,Коллаген,Амилопектин
5,Какой из этих городов является самым населенным в своей стране?,"Касабланка, Марокко","Рио-де-Жанейро, Бразилия","Калькутта, Индия","Берн, Швейцария"
6,Где совершил приводнение пассажирский самолет ТУ-124 в августе 1963 года?,В Ленинграде на Неву,В Казани на Волгу,В Свердловске на Исеть,В Петрозаводске на Онежское озеро
7,Чего не было на Джулии Робертс во время венчания с кантри-певцом Лайлом Ловеттом?,туфель,губной помады,фаты,платья
8,"На смерть какого поэта Елена Шварц откликнулась стихотворением, которое начиналось словами: «О русский Полифем!»?",Давид Бурлюк,Владимир Маяковский,Велимир Хлебников,Алексей Кручёных
9,"Студентов какого вуза в дореволюционной России за цвет мундиров и зимние пыжиковые шапки, согласно легенде, прозвали ""чижиками-пыжиками""?",Императорское училище правоведения,Императорский Санкт-Петербургский историко-филологический институт,Императорский Александровский лицей,Морское инженерное училище императора Николая I
