,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называют болельщиков в Италии?,Тифози,Гриппини,Холери,Скарлатини
1,Кто из украинских президентов до своего избрания получил широкую известность как комедийный актёр?,Владимир Зеленский,Виктор Ющенко,Леонид Кучма,Виктор Янукович
2,В каком виде спорта выступает Екатерина Гамова?,Волейбол,Гандбол,Баскетбол,Рэгби
3,"Какой композитор не входил в состав содружества ""Могучая кучка""?",Чайковский,Балакирев,Римский-Корсаков,Мусоргский
4,"Чем, по химической сути, является хлопок?",Целлюлоза,Хитин,Коллаген,Амилопектин
5,Представитель какого вида спорта принёс первое золото в копилку сборной России на Летних Олимпийских играх в Лондоне?,Дзюдо,Бокс,Стрельба,Фехтование
6,Каков диаметр нейтронной звезды?,20-30 километров,200-300 метров,200-300 тыс. километров,2000-3000 километров
7,Кем приходился Иоанн Безземельный Ричарду Львиное сердце?,Братом,Отцом,Сыном,Внуком
8,В каком известном фильме актёры Мартин и Чарли Шины — отец и сын — сыграли роли отца и сына?,«Уолл-Стрит»,"«Поймай меня, если сможешь»",«Взвод»,«Апокалипсис сегодня»
9,В каком городе находится одна из старейших в Европе Амброзианская библиотека?,Милан,Турин,Флоренция,Венеция
