,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Как называется недостаточная продолжительность сна или неудовлетворенность его качеством?,Инсомния,Инсайт,Интуиция,Инсоляция
1,У какой из этих собак язык не розовый?,Чау-чау,Шпиц,Мопс,Лайка
2,"Как называется солдатская шинель, свёрнутая и сложенная в кольцо для ношения через плечо?",скатка,закатка,откатка,солдатка
3,О каком несуществующем объекте спела группа «Лед Зеппелин»?,лестница на небеса,эскалатор на небеса,мост в небеса,лифт в небеса
4,Какая из этих клеток человеческого организма не имеет ядра?,Эритроцит,Нейрон,Остеокласт,Лейкоцит
5,Эльдар Рязанов сразу после окончания ВГИКа работал режиссером…,Документальных фильмов,Мультфильмов,Художественных фильмов,Телефильмов
6,Как по народному календарю называется самый короткий день в году?,Анна зимняя,Наум-грамотник,Никола зимний,Анфиса-рукодельница
7,"В «Золотом теленке» «пикейные жилеты», обсуждая, что Ганди приехал в Данди, спорили, может ли город быть головой. Где находится город Данди?",Индия,Пакистан,Бангладеш,Великобритания
8,Каково время кругооборота крови по большому кругу кровообращения в норме?,21-25 секунд,26-30 секунд,15-20 секунд,31-35 секунд
9,В каком произведении А. П. Чехова главный герой любуется  севастопольской бухтой?,«Чёрный монах»,«Моя жизнь»,«Дама с собачкой»,«Степь»
