,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Чего не собирались просить герои сказки у волшебника изумрудного города?,Богатство,Храбрость,Сердце,Мозги
1,Какого рэпера на самом деле зовут Алишер?,Моргенштерна,Скриптонита,Славу КПСС,Элджея
2,Какого приятеля не было у Незнайки в Цветочном городе?,художника Карандаша,музыканта Гусли,учёного Знайки,доктора Пилюлькина
3,Какая величина в Великобритании измеряется в стонах?,Масса,Площадь,Объём,Длина
4,Кто стал первым кавалером Ордена Победы?,Георгий Жуков,Семен Буденный,Константин Рокоссовский,Иосиф Сталин
5,У какого животного отпечатки пальцев практически идентичны человеческим?,Коала,Большая панда,Ленивец,Кенгуру
6,"Каким необычным способом предлагает употреблять шоколад бельгийский шоколатье — изобретатель ""Шоколадного шутера""?",Вдыхать через нос,Иглоукалыванием,Шоколадными инъекциями,Принимать шоколадный душ
7,Какой размер по ширине и высоте имеют стандартные карты «покерной» колоды?,2.5 × 3.5 дюймов,1.65 x 2.5 дюймов,2.25 × 3.5 дюймов,2.75 x 4.75 дюймов
8,В каком из перечисленных городов есть памятник кошельку?,Краснодар,Омск,Красноярск,Томск
9,"В рамках какой театральной премии с 2001 года вручается награда в номинации ""Лучшему пришельцу за вклад в московское театральное искусство""?","""Хрустальная Турандот""","""Чайка""","""Золотой софит""","""Золотая маска"""
