,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Куда собирался сесть медведь, чтобы съесть пирожок, испеченный Машей?",на пенек,на пол,на велосипед,на диету
1,На каком языке говорили древние римляне?,Латинский,Английский,Итальянский,Древнегреческий
2,"Что сделал главный герой мультфильма «Шрек навсегда», чтобы вернуть свой мир назад?",Поцеловал Фиону,Создал новый договор,Нашёл портал,Разорвал договор
3,Как звучит полная официальная форма названия Бразилии?,Федеративная Республика Бразилия,Соединенные Штаты Бразилии,Бразильская Республика,Королевство Бразилия
4,Какой элемент считается самым распространенным во вселенной?,Водород,Углерод,Литий,Кислород
5,Какая богиня была матерью Ахилла?,Фетида,Артемида,Афина,Деметра
6,Какого ордена не было у первого советского космонавта Юрия Гагарина?,"""Орден двойного дракона"" (Китай)","""Плайя Хирон"" (Куба)","""Крест Грюнвальда"" (Польша)","""Ожерелье Нила"" (Египет)"
7,Какой химический элемент является наиболее электроотрицательным?,Фтор,Кислород,Хлор,Хром
8,В каком австралийском штате находится самое большое озеро страны — Эйр?,Южная Австралия,Тасмания,Квинсленд,Западная Австралия
9,Как еще называли средневековых террористов-ассасинов Хасан ибн Ас-Саббаха?,Фидаи,Джедаи,Мамелюки,Гулямы
