,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Какие каштаны растут в наших парках?,«Конские»,«Овечьи»,«Гусиные»,«Петушиные»
1,"Что Трус собирался спросить у бабушки — «божий одуванчик», охранявшей склад в «Операции Ы»?",Как пройти в библиотеку?,Где моя любимая?,"Ничего, что я курю?","Ты жива ещё, моя старушка?"
2,Как называется установка с мишенями в одной из дисциплин стрелкового спорта?,бегущий кабан,идущий слон,висящий шимпанзе,ползущий танк
3,"Кто написал о Высоцком книгу «Владимир, или Прерванный полёт»?",Марина Влади,Людмила Абрамова,Никита Высоцкий,Валерий Золотухин
4,"Что делают макаки в парке снежных обезьян в Японии, чтобы не замёрзнуть зимой?",купаются в горячих источниках,воруют одежду у туристов,строят иглу,танцуют
5,Что женщины Древнего Рима пытались сделать ещё красивее с помощью белладонны?,глаза,кожу,волосы,ногти
6,Какое русское слово подарило имя персонажу киноэпопеи «Звёздные войны» Чубакке?,собака,чувак,чуб,чубак
7,"В каком жанре Людвиг ван Бетховен написал ""Творения Прометея""?",Балет,Соната,Опера,Симфония
8,"Когда, с точностью до десятилетия, был изобретен дизельный двигатель?",1891-1900,1881-1890,1911-1920,1901-1910
9,С каким народом связано название родины Санта-Клауса - Лапландии?,Саамы,Ненцы,Суоми,Коми
