,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какое оружие использует черепашка-ниндзя Леонардо, получивший свое имя в честь великого учёного?",Две катаны,Бластер,Арбалет,Шестизарядный револьвер
1,Как называлась одна из команд Высшей лиги КВН?,«4 татарина»,«7 осетин»,«8 каракалпаков»,«3 чеченца»
2,"Что на Кавказе означает слово ""Кунак""?",Друг,Свекор,Враг,Конь
3,На каком коне хотел въехать в город Александр Малинин?,На белом,На чёрном,На рыжем,На сером
4,В каком штате находится исток реки Мисисипи?,Миннесота,Мичиган,Северная Дакота,Висконсин
5,Кто написал текст песни «Взял бы я бандуру...»?,Михайло Петренко,Панас Мирный,Тарас Шевченко,Леся Украинка
6,Кто был признан тренерами команд высшей лиги лучшим игроком чемпионата России по футболу 2000 года?,Титов,Бузникин,Тихонов,Лоськов
7,Какой схемы соединения обмоток трехфазных трансформаторов не существует?,"""Крест""","""Звезда""","""Треугольник""","""Зигзаг"""
8,Какой город был в 1648—1657 годах резиденцией Богдана Хмельницкого и столицей Гетманщины до 1676 года?,Чигирин,Глухов,Батурин,Нежин
9,Хореография какого из перечисленных балетов не принадлежит Вацлаву Нижинскому?,"""Ацис и Галатея""","""Послеполуденный отдых фавна""","""Тиль Уленшпигель""","""Весна священная"""
