,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,"Какой предмет мебели стал символом ""обломовщины""?",Диван,Кушетка,Раскладушка,Тахта
1,Что из этого является сортом винограда?,«Изабелла»,«Арабелла»,«Синдерелла»,«Мирабелла»
2,Кто был первым правителем Новгородской Руси?,Рюрик,Игорь,Олег,Святослав
3,Какой журнал создал И. А. Крылов?,«Почта духов»,«Сатирический вестник»,«Вестник Европы»,«Утренний свет»
4,"Футболистов какого из этих клубов болельщики иногда называют ""матрасниками""?",Атлетико (Мадрид),Бенфика (Лиссабон),Гремио (Порту-Алегри),Ювентус (Турин)
5,Кто из главарей нацистской Германии избежал смертного приговора в Нюрнберге по причине невменяемости?,Рудольф Гесс,Иоахим фон Риббентроп,Герман Геринг,Эрнст Кальтенбруннер
6,Какая из этих кислот не относится к сильным?,Хлорноватистая,Хлорноватая,Хлороводородная,Хлорная
7,Кто первым начал широко применять гипс для лечения переломов?,Н. Пирогов,Д. Менделеев,И. Павлов,И. Мечников
8,Атом какого из перечисленных химических элементов имеет наименьший радиус?,Хлор,Натрий,Сера,Алюминий
9,Каким из этих столярных инструментов обычно работают вдвоём?,Медведка,Напарье,Скобель,Ерунок
