,quest_text,correct,uncorrect1,uncorrect2,uncorrect3
0,Кто встречает туристов у входа в отель?,Швейцар,Вахтер,Капельмейстер,Метрдотель
1,Что лошадь часто делает ушами?,Прядёт,Штопает,Ткёт,Шьёт
2,"Какому древнему народу была адресована унизительная фраза ""Горе побежденным""?",Римлянам,Спартанцам,Персам,Египтянам
3,Какой элемент сбруи не требуется верховой лошади?,Хомут,Удила,Подпруга,Узда
4,"Какие из этих грибов первыми стали разводить французы, приспособив для этого заброшенные каменоломни под Парижем?",Шампиньоны,Подберезовики,Трюфели,Сыроежки
5,Кто автор текста патриотической песни «Священная война»?,Василий Лебедев-Кумач,Алексей Сурков,Владимир Агатов,Марк Лисянский
6,В каком штате находится загородная резиденция президента США Кэмп-Дэвид?,Мэриленд,Пенсильвания,Дэлавэр,Западная Вирджиния
7,Какая война завершилась Штральзундским миром?,Между Ганзой и Данией,Между Священной Римской империей и Швецией,Между Англией и Голландией,Между Речью Посполитой и Ливонским орденом
8,"Жан-Поль Сартр писал: «мир несправедлив; раз ты его приемлешь — значит, становишься сообщником, а захочешь изменить — станешь палачом». А что нужно делать, если хочешь заслужить ад?",Не вылезать из своей кровати,Создать его в своей душе,Возомнить себя достойным рая,"Не вырываться из ада, в котором живёшь"
9,"Как зовут главного героя романа ""Замок"" Франца Кафки?",К.,П.,О.,Р.
